review_user_id,gmap_id,business_name,municipality,rating,review_text,has_response,label_llama3,label_gpt4omini,label_claude,LLM_label,label_source,needs_human,final_label
108655806781390504219,0x8834f34765c41efd:0x804fcf4e4bc4cc5a,1700 Penn Ave,Pittsburgh,3,Cool vibe and who doesn't like a beer garden but I sure was shell shocked with the drink prices. Again? Maybe maybe not.,TRUE,MAYBE,MAYBE,nan,MAYBE,llama_gpt4omini,FALSE,MAYBE
104624481205462542781,0x8834f34765c41efd:0x804fcf4e4bc4cc5a,1700 Penn Ave,Pittsburgh,4,Great live music and wine!,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
114122611229189640934,0x8834f34966362f01:0x39036312650e90c2,Helltown Brewing - Strip District,Pittsburgh,2,"Visiting Pittsburgh for the week from the west coast. Came in on a Monday and it was sparsely busy. Waited over 10 minutes for someone to take our order. Watched an 8 top that came in 5 minutes after us get served right away. The space is cool which is what saved it from a one star but this place does give off a very hipster vibe. And being ignored definitely made me feel like I wasn't ""cool"" enough to be there.",TRUE,MAYBE,NO,MAYBE,MAYBE,claude_tiebreak,FALSE,MAYBE
104668105696955865811,0x8834f34966362f01:0x39036312650e90c2,Helltown Brewing - Strip District,Pittsburgh,3,"Love the venue and the drinks but had terrible service. Friends and I stopped in and ordered a pizza. After an hour still hadn’t gotten it. Asked about it and they told us 15 more minutes. An hour later, still no pizza. No apology or awareness at all from the serving staff. Disappointed.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
103016114729013789276,0x89c6c92f876fd253:0xde0fc06c6847073e,Mainstay Independent Brewing Company,Philadelphia,4,the beers were good and it's a nice space. Pleasant,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
102074076617158951103,0x89c6c92f876fd253:0xde0fc06c6847073e,Mainstay Independent Brewing Company,Philadelphia,3,"One rating, everyone knows the rules: 4.8

Overall opinion: will come back for the beers and if I have a large group, but not for the food or atmosphere if with a smaller group. Details below.

The positives: large space, great for big groups especially if you have kids, tons of games and things to do, staff is really great, cheese bar with specialty cheese options, smokehouse pizza was good (tasted like a barbecue chicken pizza with a hint of sausage and the crust was pretty good), beers were really good as well (had the Continental Lager and Compound Kolsch; fiancee liked the Clear Hitch).

The negatives: the burger looked good but tasted awful, I honestly can't say for sure they used ground beef it was that bad. While there's a ton of space, it isn't a very cozy place to go and have a beer because of its more industrial building feel. The kids were pretty loud making it not a great place to relax.",TRUE,MAYBE,MAYBE,nan,MAYBE,llama_gpt4omini,FALSE,MAYBE
103997921276064019048,0x89c6c92f876fd253:0xde0fc06c6847073e,Mainstay Independent Brewing Company,Philadelphia,1,Incredibly rude and discriminatory company.  Wouldn’t allow 80 year old patron to sit while we were in line.  Man out front yelled and argued with us the whole time.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
111058548954061542633,0x89c6c92f876fd253:0xde0fc06c6847073e,Mainstay Independent Brewing Company,Philadelphia,1,"Mainly Stay Away
1. Dirty Bathroom.
2. Dirty & Sticky Tables and Stained Couches
3. Flying Little Black Bugs All Over
4. Order your FOOD at the bar ONLY No Waiter / Waitress SERVICE
5. Then they have to find YOU to delivery your food (COLD)
6. VERY Slow service for food.
7. Dirty Plates Piled up on the table
8. Small Parking Lot
9. Chicken COOP and FIRE TRUCK in the Parking Lot (WHY)
10. Waited over 23 mins for 1 plate of food
11. It started to Rain outside and the roof leaked on the area we were sitting
12. Good place for Kids but not Drunks together at a BREWING COMPANY??
13. They have board games but 2 of them had missing pieces
14. Lots of stuff BROKEN
They do have a GOOD beer selection
BUT with all the problems the cool atmosphere was RUINED. I took a few pictures that will not load up... SORRY GUYS YOU MISS THE BALL..",TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
117368700429832141513,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Great pizza.  Mostly good beers.  Staff and service is great,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
117284251703281430441,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Nice little place with good beer,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
104068736024696088616,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Really nice friendly place! Good prices and the pizza is awesome! They have weekly trivia night and a mug club with lots of perks. Will definitely be going back.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
106855755890734716592,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,1,Bad experience from the start. Not welcoming when you walk in. Went up to the bar to order our food and drinks and were never even acknowledged. I understand there were a few people sitting at the bar but not enough to confuse who was already taken care of. Stood by the food ordering area wide open. Felt ignored and awkward standing there so we left. Could of at least said hi I will be with you in a minute!,TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
102829055711646087807,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,1,Nice looking place but the food was definitely not worth the money we spent.  The hamburger I had was way too small for the bun.  The drink I ordered did not come out correctly.  The worst part was water leaking from the ceiling in the bathroom.  They had buckets under the leaks but it did not help.  I came out with wet feet from walking through the puddles on the floor.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
101984372550208656778,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Food was good and hot. Downside took almost an hour to get food,TRUE,NO,MAYBE,MAYBE,MAYBE,claude_tiebreak,FALSE,MAYBE
104892318948754538513,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,2,I really wanted to like this place and support new owners. I found the food lacking it wasn't even mediocre. Their brews were good if you like brews.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
101481872911378161488,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,1,Awful beer it was green,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
110148116245835117700,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,"Beer was great! We had the saison and coffee cup porter. Nachos were just the right size portion. Pulled pork and cole slaw was tasty. Unfortunately the soft pretzel was not good at all, squishy/soggy from the microwave. Not sure I'll come again for food, but would come back for beer. With the friendly staff, extra clean (and new) building, clean roomy bathrooms, this brewery has great potential!",TRUE,MAYBE,MAYBE,nan,MAYBE,llama_gpt4omini,FALSE,MAYBE
111341272308243940239,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,"Nice to have a micro Brew option in Sunbury, good beer pleasant atmosphere, we will be back",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
117780848440685064933,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Yummy pizza and beer is very good.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
109280800323277028900,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Good beer and pizza too,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
108301219967159546914,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Good beer and pizza,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
104639440226324411839,0x89cf6bf9a8fb6235:0xed6914c91ac27a1c,Eclipse Craft Brewing Company,Sunbury,4,Good beer,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
105140789173607980642,0x89c625cab3883f0f:0xb1b3fc8367cb8341,Columbia Kettle Works 2nd Gear,Lancaster,1,"I have always supported kettle works and loved the atmosphere, however, I recently had a very bad experience there. Obviously, we’re still in a pandemic so I would expect that the mask rules be followed and enforced at bars and restaurants. I understand that people don’t have to wear them at tables, but should have them on when walking around, etc. I went up to the counter to order more drinks and an older man did not have his mask on while ordering. I asked him to put his mask on(as the counter is a communal area) and he replied, “I can’t drink my beer with a mask on.” I asked the bartender to enforce the rule and he said, “oh, he’s a regular, he doesn’t have COVID.” I was clearly upset and was brushed off. I guess your regulars are more important than every other paying customer. I will not be returning.",TRUE,YES,NO,YES,YES,claude_tiebreak,FALSE,YES
103754682378766818586,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"The food quality is alright, nothing special or particularly good. The rib is bland, onion soup is decent though. A bit pricey compare to other chains consider that you don't get bread, peanuts, salad and other stuffs with an entree. The dinner special is an okay deal though, full rack rib with fries and coleslaw is ~$15. Our server was not so attentive, forget to refill our drinks, put in an extra order on the bill when fixing an overly salty flatbread... just not my type of place.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
113304068698243146665,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"A great dining experience! Covid friendly, staff were nice and restaurant was clean. I'd eat here again, wasn't a fan of the sw eggrolls, won't be getting them anytime soon.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
114627833431493090506,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,A friend and I were racially profiled just last night 5/21/21. The greeter at the front door asked if we had seat preferences and I replied no not at all. He then Informed that there will be a 10-15 minutes wait. As we were walking out of the restaurant two Caucasian ladies were seated immediately. 2-3 minutes a group of 3 individuals  (Caucasians) were seated immediately. My friend walked back into the restaurant to ask for an explanation in which the greeter acted if as he could not do so. Two of his coworker apologized which was not acceptable and informed that he was new at the position. Highly upset of this organization. I really try my best not to throw the race card but it clearly showed last night.,TRUE,MAYBE,NO,YES,,,TRUE,MAYBE
111425974202436539902,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Such a great place to come eat, drink and socialize with friends and family... food is always great drinks are always flowing and the prices are standard so not crazy expensive.

The staff are friendly and kind always willing to assist in all needs.
I highly recommend checking out the environment here.

My only gripe is they removed my favorite meal the jambalaya.. so so sad now. 😞",TRUE,NO,YES,MAYBE,,,TRUE,MAYBE
103771463055423882150,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"The food is delicious and a very friendly environment. However, I placed an order online for a specific date and delivery time and the food showed up cold an hour late. While I am normally very happy, tonight I am not impressed.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
106797197630036104857,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Only went for drinks. They were decent. Large bar, with typical bar food.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
115233408927813086100,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"I almost always have had good experiences here. However, I want to note that one time when I came here my burger was totally burnt. I mean, it was black, hard, and disgusting. After a discussion with the manager, Eddie, they compensated my entire meal due to how long I had to wait. This was only one bad experience though and I have had many great experiences here over the years. The food is very good and the atmosphere is great. Parking can sometimes be an issue on certain days and at certain times of day.",TRUE,MAYBE,MAYBE,nan,MAYBE,llama_gpt4omini,FALSE,MAYBE
104410302455886649072,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,Still suffering from short staff. Loved the check-in from the driveway. Staff was very slow with refilling drinks.,TRUE,YES,MAYBE,YES,YES,claude_tiebreak,FALSE,YES
107700888480634649237,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"The food was ok, nothing to go crazy over. I had the rib eye. Waitress took forever with drinks.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
110476679155992380997,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Very good food...could have been checked on at least one or two time... But overall a very nice place and would recommend it..just go early or be ready to wait if go at prime times...,TRUE,MAYBE,MAYBE,nan,MAYBE,llama_gpt4omini,FALSE,MAYBE
114071291099320147298,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Good food, poor timing when ordering, continued to push back the order placed ahead of time.",TRUE,NO,MAYBE,MAYBE,MAYBE,claude_tiebreak,FALSE,MAYBE
116286057739711539764,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,outstanding! We both had burgers and fries.  Very good food and fun atmosphere.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
103769879345399948458,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,2,Very poor service.  Waited 10 minutes at table before even being acknowledged.  The full rack of ribs hardly had any meat on it and the mashed potatoes came in a bowl? With not even a scoop of coleslaw as a garnish?  Potatoes were cold with literally a teaspoon of gravy on them.  Pretty bad when desert becomes the highlite of the meal :(  Maybe next time I will only get the desert and save $40!!!!,TRUE,YES,NO,MAYBE,,,TRUE,MAYBE
115736766110587854635,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,2,"Terrible experience at Millers.our server was Lindsay R.we ordered drinks ,2 soups,burger and wings.Soups came out fast.burger and wings came out in one hour .By the time it came out we were not hungry nor we had an appetite that was before.
Took only couple of bites on the burger,never finished it,took with me to finish later.Burger was good,wings were below average quality.

Bloody Mary was good.
Ill try other millers but not this one.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
102384923594539060656,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"Enjoyed going here with my husband. The soft pretzel (pictured) was good, especially with mustard sauce. Cute how they make it look like a smiley face. Had the vegetarian flatbread for my meal...did not like it as much as the pretzel.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
104614977622501690165,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,Great food. As always. Service was a little slow but attentive. Will be going back.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
115680500884518990580,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,2,"We have eaten here fairly often. Usually, I would say the fare is good, predictable, and priced decently.

Today's visit was underwhelming. We ordered the Bavarian pretzel and beer cheese dip. The dip was bland and pretty thin. The pretzel was ok although not as good as the Newportville Inn. We also ordered the Zinger Mountain of fries (or some such absurdly monikered dish). They should just name it a plate of fries with melted cheddar that have a few chicken fingers on it. There was nothing like what was pictured. And all the cheese served to do was make it impossible to take the dish apart to eat. In addition, the chicken was dried out. The whole dish was greasy.
I would suggest creating a cheese sauce for this dish, along with a sour cream/ ranch sauce. Construct and plate it in such a way that it actually resembles what you have sold it as.

The server was friendly and we were seated quickly. Although the bench I was on was shared with the table behind me. So anytime either side moved, the whole thing jumped and rattled.

The beer list was also adequate. And the overall atmosphere was pleasant.

Overall, very disappointing.

Evening update:

The manager called to check in and was very kind. Listened to our frustration and said she would send a note inviting us back to try again.",TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
116796427344485827786,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,RY was really attentive and helpful. My friends and I were very satisfied with the service he provided us.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
100903492615569710395,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,Food took too long and when given it was cold. Waitress was not attentive to our table as often as she should have been. No organization at all. This visit was during the day. Host is miserable. He is not pleasant at all. Doesn't smile what so ever,TRUE,YES,NO,MAYBE,,,TRUE,MAYBE
107829675088566912636,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Good food, good brews,  great service",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
118299227044779705374,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"Overcooked steak, no takeout utensils despite specifically requesting it, will never order from here again.",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
109440252550298060305,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,2,"Bar area in back? Our family was sat back there. Too loud, couldn't feel comfy.",TRUE,NO,MAYBE,YES,,,TRUE,MAYBE
113573604717631852077,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Great food selection. Nice atmosphere.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
112850938332239580438,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,Food was good 40 mins wait,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
108761788525753963242,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,Bad service. Cold food. Had to get two different manages for our food. Several people seated after us got there apps and dinner before us. The only time seen waiter was end of meal. Trying better his tip money. Also other tables were done. So we are done with the place !!! Will tell other friend of the poor service also food.,TRUE,YES,NO,YES,YES,claude_tiebreak,FALSE,YES
107550796135702519803,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"So disappointed with this location. Too many other places in the area to ever come back here. Food was ok, but clearly not fresh. Service was awful. I sat at the bar and was all but ignored. Had to flag someone down to take my order and when they finally came over they seemed as though it was an annoyance. Appetizer was wrong, but no one came over, so I couldn't address it. Was never asked if I wanted a refill of my drink. Entree took so long that by the time it came I asked for a to-go box. Bartender didn't come over again until I paid the check (which was soaked from being left in an actual puddle of water on the bar).",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
109301975164106121287,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Food good, service slow....",TRUE,NO,MAYBE,MAYBE,MAYBE,claude_tiebreak,FALSE,MAYBE
107053953175250423849,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"It was ok I had an 11$ crazer salad, the chicken was overcooked, also my romaine lettuce was all big thick stalks.,, Staff was great and our waitress was.very nice and attentive.",TRUE,NO,MAYBE,MAYBE,MAYBE,claude_tiebreak,FALSE,MAYBE
108599060760768890222,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Food and drinks good but bathroom was filthy! I dont think it was cleaned from Friday.,TRUE,NO,MAYBE,YES,,,TRUE,MAYBE
114454370130774978634,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Seated quickly but then servce was super slow  in a not very
busy restaurant.  I was there with 3 children under the age of 4 with no consideration  for the fact  that we needed food to keep them behaved.  Took forever to get ice cream and then get the credit card picked up to pay the bill i had asked for earlier. Expected better. Almost every restaurant  experience  we have had since bucks reopened  has been perfect. This was not but food was great",TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
107592448428331564323,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"Terrible service, they don't care about there customers. I'll never eat here again!!!",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
105342739442837207018,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"Food over cooked, forgot our side, and service was slow with limited guests.  Couldn't understand",TRUE,YES,NO,YES,YES,claude_tiebreak,FALSE,YES
105342739442837207018,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"Food over cooked, forgot our side, and service was slow with limited guests.  Couldn't understand",TRUE,YES,NO,YES,YES,claude_tiebreak,FALSE,YES
100936162031102744724,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,Service sucks. Food was not served at the proper time and slow,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
107592448428331564323,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"Terrible service, they don't care about there customers. I'll never eat here again!!!",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
114385364588402639609,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"First time ordering takeaway here. Got 2 Filet Mignon's & a Sirloin. 1 Filet was very good but the other 2 steaks, not so much (chewy & tough)  Fries & baked potatoes were good but vegetables not good.  No bread or rolls, if that matters to you. Online ordering and pickup were very easy and the order was accurate, nothing was missing.",TRUE,NO,MAYBE,NO,NO,claude_tiebreak,FALSE,NO
113081142537218924419,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Food was good,service also good ,clean establishment, will go again",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
114236321549125530024,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,Went Saturday night got there at 715pm got called for a table at 825 sat down 826pm ordered beer at 836pm was told at 850pm that they were out of bluemoon draft ok ordered bud draft manager came over told us we are out of bud draft ok we ordered another draft beer. 910pm i flagged down manager ordered appetizer. 925pm appetizer came out still no beer 927 beer came flagged down waitress asked if we can order took our order 945pm dinner came out. Ordered dessert. 1010pm left building..we usually go every Saturday..wont be visiting for awhile..our bill usually runs $95,TRUE,MAYBE,NO,YES,,,TRUE,MAYBE
112086730396478678379,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,"Food is always great, but I will say that the way they set up the customer pick up is very disorganized. I parked my vehicle walked inside to grab my food and was told I had to go back outside restart my vehicle and drive it up to the side of the building and that they couldn’t process my payment inside or hand me my food inside although there were other customers inside I was very confused about it. And then I ended up waiting almost an hour for my food that was ready in 20 minutes due to miscommunication between the staff. I feel like if my payment could have been processed inside in my food given to me right then and there none of this extra space and time would’ve occurred",TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
111032877771756710628,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,We were there just there for dinner. My food was cold. Was not happy. Don't think I'll be back.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
114932984985818530960,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Good service.  Tasty food.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
115012363087601457193,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,"Affordable prices, very nice staff",TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
107535409646976582381,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,"This was our first visit to this place.
Service is poor, for it took forever to receive our food, about 25 mins after we ordered it. It appears that they did that to keep us ordering more drinks, because that was moving fast. In addition, I ordered 22oz beer glasses, however, although they mentioned that they carry them, they kept serving me in 16oz glasses.
Food choice was very lacking as well.
On a positive note, they have a lot of TV monitors, unfortunately, they do not have cable, only dish, and guess what, it was raining, so you could imagine the quality of the images.
My suggestion, if you want to drink at $4.50 the 16oz glass of beer, and you are not too interested on eating because you are with a gang of buddy's and you only want to watch a game, this will be an alright place to go, however, make sure you don't go there on a rainy day.",TRUE,YES,YES,nan,YES,llama_gpt4omini,FALSE,YES
114932984985818530960,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Good service.  Tasty food.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
103066237376864059025,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,2,One and done only enjoyed the soup horrible server,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
113603620564045667319,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,1,Don't want to go back soon.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
112722438787500516349,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,3,Only giving a 3. Steak on salad must've been grilled with fish. If I wanted fish I would have ordered it. Apps were great and our server dante was excellent.,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
117362783461947990488,0x89c153db78c2c5fb:0xcfa02b43218c8d1a,Miller's Ale House,Langhorne,4,Decent but not great,TRUE,NO,NO,nan,NO,llama_gpt4omini,FALSE,NO
